STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2022,,26970,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2023,,30200,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2024,,31700,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2025,,33060,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2016,,15030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2017,,15620,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2018,,16580,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2019,,17340,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2020,,17270,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2021,,18730,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2022,,20150,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2023,,22640,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2024,,23850,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2025,,25060,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2016,,32090,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2017,,37770,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2018,,44800,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2019,,51060,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2020,,59120,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2021,,84640,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2022,,172920,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2023,,305570,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,TR,Türkiye,2024,,503080,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2016,,30380,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2017,,31330,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2018,,32240,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,UK,United Kingdom,2019,,33200,,,,,
