STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2024,,127030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2025,,130300,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2016,,12500,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2017,,13400,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2018,,14620,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2019,,15450,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2020,,15370,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2021,,17130,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2022,,19130,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2023,,21030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2024,,21800,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,LV,Latvia,2025,,23410,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2016,,6300,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2017,,6790,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2018,,7340,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2019,,7820,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2020,,6610,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2021,,7880,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2022,,9530,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2023,,11340,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,ME,Montenegro,2024,,12260,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2016,,312010,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2017,,325550,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2018,,349850,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2019,,369180,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2020,,359970,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2021,,397060,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2022,,445530,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2023,,493980,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MK,North Macedonia,2024,,528450,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2016,,23900,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2017,,26820,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2018,,28240,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2019,,28920,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2020,,27870,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2021,,32190,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2022,,33810,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2023,,37800,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2024,,40640,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,MT,Malta,2025,,42160,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2016,,42290,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2017,,43830,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2018,,45690,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2019,,47840,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2020,,46810,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2021,,50850,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2022,,56140,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2023,,58740,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2024,,62330,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NL,Netherlands,2025,,65210,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2016,,614890,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2017,,651570,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2018,,695960,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2019,,698080,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2020,,669130,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2021,,828490,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2022,,1087600,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2023,,961030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2024,,965980,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,NO,Norway,2025,,983710,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2016,,49160,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2017,,52600,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2018,,56580,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2019,,60980,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2020,,63580,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2021,,71990,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2022,,82080,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2023,,90760,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2024,,97790,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PL,Poland,2025,,104650,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2016,,18000,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2017,,18910,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2018,,19840,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2019,,20710,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2020,,19360,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2021,,20800,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2022,,23300,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2023,,25560,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2024,,27100,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2025,,28390,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2016,,38170,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2017,,43470,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2018,,48910,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2019,,54650,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2020,,55120,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2021,,61960,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2022,,72670,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2023,,83440,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2024,,92300,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2025,,100630,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2016,,665710,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2017,,705610,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2018,,757310,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2019,,816280,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2020,,835490,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2021,,962210,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2022,,1119390,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2023,,1331370,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2024,,1480040,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,RS,Serbia,2025,,1587460,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2016,,443030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2017,,454890,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2018,,469560,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2019,,488270,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2020,,484170,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2021,,520150,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2022,,552510,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2023,,579580,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2024,,601220,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2025,,615510,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2016,,19380,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2017,,20630,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2018,,21940,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2019,,23050,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2020,,22230,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita - annual data,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2021,,24690,,,,,
